onset_s,event_time_s,duration_s,end_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,session_mode,source,lsl_ts_mono,local_ts,event_id,event_index,label
1225.9933651089668,1225.9933651089668,0.6038427921012044,1226.597207901068,index_open,n/a,,,2,1,0,0,,keyboard,3026305.797644375,1771284085.350414,147,147,index_open
1228.5582513590343,1228.5582513590343,0.48456350015476346,1229.042814859189,index_open,n/a,,,2,1,0,0,,keyboard,3026308.243251333,1771284087.7959301,148,148,index_open
1231.0862858593464,1231.0862858593464,0.5449628746137023,1231.63124873396,index_open,n/a,,,2,1,0,0,,keyboard,3026310.831685208,1771284090.3842702,149,149,index_open
1233.8233073591255,1233.8233073591255,0.42422450007870793,1234.2475318592042,index_open,n/a,,,2,1,0,0,,keyboard,3026313.447968333,1771284093.000459,150,150,index_open
1236.375751776155,1236.375751776155,0.49520849995315075,1236.8709602761082,index_open,n/a,,,2,1,0,0,,keyboard,3026316.07139675,1771284095.623787,151,151,index_open
1238.8733232342638,1238.8733232342638,0.4560185829177499,1239.3293418171816,index_open,n/a,,,2,1,0,0,,keyboard,3026318.529778291,1771284098.082079,152,152,index_open
1241.3779551922344,1241.3779551922344,0.4445582088083029,1241.8225134010427,index_open,n/a,,,2,1,0,0,,keyboard,3026321.022949875,1771284100.575155,153,153,index_open
1243.8593869423494,1243.8593869423494,0.4443237497471273,1244.3037106920965,index_open,n/a,,,2,1,0,0,,keyboard,3026323.504147166,1771284103.05626,154,154,index_open
1246.0912830261514,1246.0912830261514,0.5884347911924124,1246.6797178173438,index_open,n/a,,,2,1,0,0,,keyboard,3026325.880154291,1771284105.432183,155,155,index_open
1248.786298984196,1248.786298984196,0.5567312920466065,1249.3430302762426,index_open,n/a,,,2,1,0,0,,keyboard,3026328.54346675,1771284108.0953972,156,156,index_open
